Name,Value,freq,original
Skin-2 => Ib1 p = 0.022692,0.491525,911144,F
Skin-2 => Ib1 p = 0.022692,0.508475,531486,F
Skin-2 => Ib1 p = 0.022692,0.525424,262425,F
Skin-2 => Ib1 p = 0.022692,0.542373,112295,F
Skin-2 => Ib1 p = 0.022692,0.559322,38730,F
Skin-2 => Ib1 p = 0.022692,0.576271,11770,F
Skin-2 => Ib1 p = 0.022692,0.593220,3332,F
Skin-2 => Ib1 p = 0.022692,0.610169,856,F
Skin-2 => Ib1 p = 0.022692,0.627119,159,F
Skin-2 => Ib1 p = 0.022692,0.644068,1,F
Name,Value,freq,original
Skin-2 => Skin-2 p = 0.000000,1.000000,10000000,T
Name,Value,freq,original
Skin-2 => Skin1 p = 0.000696,0.728814,672,F
Skin-2 => Skin1 p = 0.000696,0.745763,8887,F
Skin-2 => Skin1 p = 0.000696,0.762712,60047,F
Skin-2 => Skin1 p = 0.000696,0.779661,255914,F
Skin-2 => Skin1 p = 0.000696,0.796610,701732,F
Skin-2 => Skin1 p = 0.000696,0.813559,1388782,F
Skin-2 => Skin1 p = 0.000696,0.830508,1990033,F
Skin-2 => Skin1 p = 0.000696,0.847458,2135392,F
Skin-2 => Skin1 p = 0.000696,0.864407,1729768,F
Skin-2 => Skin1 p = 0.000696,0.881356,1046295,F
Skin-2 => Skin1 p = 0.000696,0.898305,478127,F
Skin-2 => Skin1 p = 0.000696,0.915254,160187,F
Skin-2 => Skin1 p = 0.000696,0.932203,37203,T
Skin-2 => Skin1 p = 0.000696,0.949153,6350,F
Skin-2 => Skin1 p = 0.000696,0.966102,583,F
Skin-2 => Skin1 p = 0.000696,0.983051,28,F
Name,Value,freq,original
Skin1 => Ia-2 p = 0.345799,0.157895,26,F
Skin1 => Ia-2 p = 0.345799,0.168421,222,F
Skin1 => Ia-2 p = 0.345799,0.178947,3767,F
Skin1 => Ia-2 p = 0.345799,0.189474,22440,F
Skin1 => Ia-2 p = 0.345799,0.200000,111178,F
Skin1 => Ia-2 p = 0.345799,0.210526,397144,F
Skin1 => Ia-2 p = 0.345799,0.221053,1037788,F
Skin1 => Ia-2 p = 0.345799,0.231579,1885428,F
Skin1 => Ia-2 p = 0.345799,0.242105,2490458,T
Skin1 => Ia-2 p = 0.345799,0.252632,2217064,F
Skin1 => Ia-2 p = 0.345799,0.263158,1310075,F
Skin1 => Ia-2 p = 0.345799,0.273684,457159,F
Skin1 => Ia-2 p = 0.345799,0.284211,67251,F
Name,Value,freq,original
Skin1 => Ia1 p = 0.347233,0.168421,247,F
Skin1 => Ia1 p = 0.347233,0.178947,4504,F
Skin1 => Ia1 p = 0.347233,0.189474,26947,F
Skin1 => Ia1 p = 0.347233,0.200000,117750,F
Skin1 => Ia1 p = 0.347233,0.210526,407080,F
Skin1 => Ia1 p = 0.347233,0.221053,1039305,F
Skin1 => Ia1 p = 0.347233,0.231579,1876497,F
Skin1 => Ia1 p = 0.347233,0.242105,2461722,T
Skin1 => Ia1 p = 0.347233,0.252632,2228181,F
Skin1 => Ia1 p = 0.347233,0.263158,1304113,F
Skin1 => Ia1 p = 0.347233,0.273684,464597,F
Skin1 => Ia1 p = 0.347233,0.284211,69057,F
Name,Value,freq,original
Skin1 => Ib-2 p = 0.212675,0.231579,160,F
Skin1 => Ib-2 p = 0.212675,0.242105,1233,F
Skin1 => Ib-2 p = 0.212675,0.252632,9317,F
Skin1 => Ib-2 p = 0.212675,0.263158,52402,F
Skin1 => Ib-2 p = 0.212675,0.273684,205389,F
Skin1 => Ib-2 p = 0.212675,0.284211,586680,F
Skin1 => Ib-2 p = 0.212675,0.294737,1271566,F
Skin1 => Ib-2 p = 0.212675,0.305263,1984044,T
Skin1 => Ib-2 p = 0.212675,0.315789,2315965,F
Skin1 => Ib-2 p = 0.212675,0.326316,1929564,F
Skin1 => Ib-2 p = 0.212675,0.336842,1122478,F
Skin1 => Ib-2 p = 0.212675,0.347368,416148,F
Skin1 => Ib-2 p = 0.212675,0.357895,93977,F
Skin1 => Ib-2 p = 0.212675,0.368421,11077,F
Name,Value,freq,original
Skin1 => Ib1 p = 0.040593,0.347368,187,F
Skin1 => Ib1 p = 0.040593,0.357895,2631,F
Skin1 => Ib1 p = 0.040593,0.368421,17190,F
Skin1 => Ib1 p = 0.040593,0.378947,83997,F
Skin1 => Ib1 p = 0.040593,0.389474,301926,F
Skin1 => Ib1 p = 0.040593,0.400000,762800,T
Skin1 => Ib1 p = 0.040593,0.410526,1436666,F
Skin1 => Ib1 p = 0.040593,0.421053,2028540,F
Skin1 => Ib1 p = 0.040593,0.431579,2133683,F
Skin1 => Ib1 p = 0.040593,0.442105,1665181,F
Skin1 => Ib1 p = 0.040593,0.452632,992547,F
Skin1 => Ib1 p = 0.040593,0.463158,421615,F
Skin1 => Ib1 p = 0.040593,0.473684,126395,F
Skin1 => Ib1 p = 0.040593,0.484211,23751,F
Skin1 => Ib1 p = 0.040593,0.494737,2846,F
Skin1 => Ib1 p = 0.040593,0.505263,45,F
Name,Value,freq,original
Skin1 => Skin-2 p = 0.000696,0.452632,672,F
Skin1 => Skin-2 p = 0.000696,0.463158,8887,F
Skin1 => Skin-2 p = 0.000696,0.473684,60047,F
Skin1 => Skin-2 p = 0.000696,0.484211,255914,F
Skin1 => Skin-2 p = 0.000696,0.494737,701732,F
Skin1 => Skin-2 p = 0.000696,0.505263,1388782,F
Skin1 => Skin-2 p = 0.000696,0.515789,1990033,F
Skin1 => Skin-2 p = 0.000696,0.526316,2135392,F
Skin1 => Skin-2 p = 0.000696,0.536842,1729768,F
Skin1 => Skin-2 p = 0.000696,0.547368,1046295,F
Skin1 => Skin-2 p = 0.000696,0.557895,478127,F
Skin1 => Skin-2 p = 0.000696,0.568421,160187,F
Skin1 => Skin-2 p = 0.000696,0.578947,37203,T
Skin1 => Skin-2 p = 0.000696,0.589474,6350,F
Skin1 => Skin-2 p = 0.000696,0.600000,583,F
Skin1 => Skin-2 p = 0.000696,0.610526,28,F
Name,Value,freq,original
Skin1 => Skin1 p = 0.000000,1.000000,10000000,T
